kode_provinsi,nama_provinsi,kode_kabkota,nama_kabkota,tahun,angka_melek_huruf
11,"Prov. Nanggroe Aceh Darussalam",1101,"Kab. Simeulue",2005,98.39
11,"Prov. Nanggroe Aceh Darussalam",1101,"Kab. Simeulue",2006,99.3
11,"Prov. Nanggroe Aceh Darussalam",1101,"Kab. Simeulue",2007,99.28
11,"Prov. Nanggroe Aceh Darussalam",1101,"Kab. Simeulue",2008,99.68
11,"Prov. Nanggroe Aceh Darussalam",1101,"Kab. Simeulue",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1102,"Kab. Aceh Singkil",2005,96.21
11,"Prov. Nanggroe Aceh Darussalam",1102,"Kab. Aceh Singkil",2006,95.9
11,"Prov. Nanggroe Aceh Darussalam",1102,"Kab. Aceh Singkil",2007,97.56
11,"Prov. Nanggroe Aceh Darussalam",1102,"Kab. Aceh Singkil",2008,98.65
11,"Prov. Nanggroe Aceh Darussalam",1102,"Kab. Aceh Singkil",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1103,"Kab. Aceh Selatan",2005,99.49
11,"Prov. Nanggroe Aceh Darussalam",1103,"Kab. Aceh Selatan",2006,98.81
11,"Prov. Nanggroe Aceh Darussalam",1103,"Kab. Aceh Selatan",2007,98.55
11,"Prov. Nanggroe Aceh Darussalam",1103,"Kab. Aceh Selatan",2008,99.24
11,"Prov. Nanggroe Aceh Darussalam",1103,"Kab. Aceh Selatan",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1104,"Kab. Aceh Tenggara",2005,97.75
11,"Prov. Nanggroe Aceh Darussalam",1104,"Kab. Aceh Tenggara",2006,98.7
11,"Prov. Nanggroe Aceh Darussalam",1104,"Kab. Aceh Tenggara",2007,98.44
11,"Prov. Nanggroe Aceh Darussalam",1104,"Kab. Aceh Tenggara",2008,99.52
11,"Prov. Nanggroe Aceh Darussalam",1104,"Kab. Aceh Tenggara",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2005,99.44
11,"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2006,99.56
11,"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2007,99.11
11,"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2008,100
11,"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2005,99.76
11,"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2006,99.54
11,"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2007,99.57
11,"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2008,98.76
11,"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2005,99.16
11,"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2006,95.89
11,"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2007,98.41
11,"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2008,99.33
11,"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2005,98.75
11,"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2006,98.53
11,"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2007,99.52
11,"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2008,100
11,"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2005,99.22
11,"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2006,98.74
11,"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2007,99.51
11,"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2008,99.52
11,"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie",2009,98.92
11,"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2005,99.23
11,"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2006,99.8
11,"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2007,98.89
11,"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2008,100
11,"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1111,"Kab. Aceh Utara",2005,99.74
11,"Prov. Nanggroe Aceh Darussalam",1111,"Kab. Aceh Utara",2006,98.81
11,"Prov. Nanggroe Aceh Darussalam",1111,"Kab. Aceh Utara",2007,99.09
11,"Prov. Nanggroe Aceh Darussalam",1111,"Kab. Aceh Utara",2008,100
11,"Prov. Nanggroe Aceh Darussalam",1111,"Kab. Aceh Utara",2009,99.22
11,"Prov. Nanggroe Aceh Darussalam",1112,"Kab. Aceh Barat Daya",2005,97.62
11,"Prov. Nanggroe Aceh Darussalam",1112,"Kab. Aceh Barat Daya",2006,97.27
11,"Prov. Nanggroe Aceh Darussalam",1112,"Kab. Aceh Barat Daya",2007,97.19
11,"Prov. Nanggroe Aceh Darussalam",1112,"Kab. Aceh Barat Daya",2008,99.77
11,"Prov. Nanggroe Aceh Darussalam",1112,"Kab. Aceh Barat Daya",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1113,"Kab. Gayo Lues",2005,93.08
11,"Prov. Nanggroe Aceh Darussalam",1113,"Kab. Gayo Lues",2006,96.01
11,"Prov. Nanggroe Aceh Darussalam",1113,"Kab. Gayo Lues",2007,94.43
11,"Prov. Nanggroe Aceh Darussalam",1113,"Kab. Gayo Lues",2008,97.09
11,"Prov. Nanggroe Aceh Darussalam",1113,"Kab. Gayo Lues",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1114,"Kab. Aceh Tamiang",2005,99.29
11,"Prov. Nanggroe Aceh Darussalam",1114,"Kab. Aceh Tamiang",2006,99.03
11,"Prov. Nanggroe Aceh Darussalam",1114,"Kab. Aceh Tamiang",2007,99.62
11,"Prov. Nanggroe Aceh Darussalam",1114,"Kab. Aceh Tamiang",2008,100
11,"Prov. Nanggroe Aceh Darussalam",1114,"Kab. Aceh Tamiang",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1115,"Kab. Nagan Raya",2005,95.86
11,"Prov. Nanggroe Aceh Darussalam",1115,"Kab. Nagan Raya",2006,97.35
11,"Prov. Nanggroe Aceh Darussalam",1115,"Kab. Nagan Raya",2007,97.7
11,"Prov. Nanggroe Aceh Darussalam",1115,"Kab. Nagan Raya",2008,100
11,"Prov. Nanggroe Aceh Darussalam",1115,"Kab. Nagan Raya",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1116,"Kab. Aceh Jaya",2005,98.53
11,"Prov. Nanggroe Aceh Darussalam",1116,"Kab. Aceh Jaya",2006,98.93
11,"Prov. Nanggroe Aceh Darussalam",1116,"Kab. Aceh Jaya",2007,98.12
11,"Prov. Nanggroe Aceh Darussalam",1116,"Kab. Aceh Jaya",2008,99.1
11,"Prov. Nanggroe Aceh Darussalam",1116,"Kab. Aceh Jaya",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1117,"Kab. Bener Meriah",2005,99.78
11,"Prov. Nanggroe Aceh Darussalam",1117,"Kab. Bener Meriah",2006,99.34
11,"Prov. Nanggroe Aceh Darussalam",1117,"Kab. Bener Meriah",2007,99.61
11,"Prov. Nanggroe Aceh Darussalam",1117,"Kab. Bener Meriah",2008,100
11,"Prov. Nanggroe Aceh Darussalam",1117,"Kab. Bener Meriah",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1118,"Kab. Pidie Jaya",2005,0
11,"Prov. Nanggroe Aceh Darussalam",1118,"Kab. Pidie Jaya",2006,0
11,"Prov. Nanggroe Aceh Darussalam",1118,"Kab. Pidie Jaya",2007,99.2
11,"Prov. Nanggroe Aceh Darussalam",1118,"Kab. Pidie Jaya",2008,100
11,"Prov. Nanggroe Aceh Darussalam",1118,"Kab. Pidie Jaya",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1171,"Kota Banda Aceh",2005,100
11,"Prov. Nanggroe Aceh Darussalam",1171,"Kota Banda Aceh",2006,99.61
11,"Prov. Nanggroe Aceh Darussalam",1171,"Kota Banda Aceh",2007,99.78
11,"Prov. Nanggroe Aceh Darussalam",1171,"Kota Banda Aceh",2008,100
11,"Prov. Nanggroe Aceh Darussalam",1171,"Kota Banda Aceh",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1172,"Kota Sabang",2005,99.68
11,"Prov. Nanggroe Aceh Darussalam",1172,"Kota Sabang",2006,98.95
11,"Prov. Nanggroe Aceh Darussalam",1172,"Kota Sabang",2007,100
11,"Prov. Nanggroe Aceh Darussalam",1172,"Kota Sabang",2008,100
11,"Prov. Nanggroe Aceh Darussalam",1172,"Kota Sabang",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1173,"Kota Langsa",2005,98.22
11,"Prov. Nanggroe Aceh Darussalam",1173,"Kota Langsa",2006,99.84
11,"Prov. Nanggroe Aceh Darussalam",1173,"Kota Langsa",2007,99.82
11,"Prov. Nanggroe Aceh Darussalam",1173,"Kota Langsa",2008,100
11,"Prov. Nanggroe Aceh Darussalam",1173,"Kota Langsa",2009,98.81
11,"Prov. Nanggroe Aceh Darussalam",1174,"Kota Lhokseumawe",2005,98.49
11,"Prov. Nanggroe Aceh Darussalam",1174,"Kota Lhokseumawe",2006,99.67
11,"Prov. Nanggroe Aceh Darussalam",1174,"Kota Lhokseumawe",2007,99.47
11,"Prov. Nanggroe Aceh Darussalam",1174,"Kota Lhokseumawe",2008,100
11,"Prov. Nanggroe Aceh Darussalam",1174,"Kota Lhokseumawe",2009,100
11,"Prov. Nanggroe Aceh Darussalam",1175,"Kota Subulussalam",2005,0
11,"Prov. Nanggroe Aceh Darussalam",1175,"Kota Subulussalam",2006,0
11,"Prov. Nanggroe Aceh Darussalam",1175,"Kota Subulussalam",2007,98.19
11,"Prov. Nanggroe Aceh Darussalam",1175,"Kota Subulussalam",2008,98.53
11,"Prov. Nanggroe Aceh Darussalam",1175,"Kota Subulussalam",2009,100
12,"Prov. Sumatera Utara",1201,"Kab. Nias",2005,94.05
12,"Prov. Sumatera Utara",1201,"Kab. Nias",2006,98.32
12,"Prov. Sumatera Utara",1201,"Kab. Nias",2007,94.85
12,"Prov. Sumatera Utara",1201,"Kab. Nias",2008,95.18
12,"Prov. Sumatera Utara",1201,"Kab. Nias",2009,100
12,"Prov. Sumatera Utara",1202,"Kab. Mandailing Natal",2005,99.82
12,"Prov. Sumatera Utara",1202,"Kab. Mandailing Natal",2006,99.52
12,"Prov. Sumatera Utara",1202,"Kab. Mandailing Natal",2007,99.79
12,"Prov. Sumatera Utara",1202,"Kab. Mandailing Natal",2008,99.82
12,"Prov. Sumatera Utara",1202,"Kab. Mandailing Natal",2009,98.66
12,"Prov. Sumatera Utara",1203,"Kab. Tapanuli Selatan",2005,99.85
12,"Prov. Sumatera Utara",1203,"Kab. Tapanuli Selatan",2006,100
12,"Prov. Sumatera Utara",1203,"Kab. Tapanuli Selatan",2007,99.95
12,"Prov. Sumatera Utara",1203,"Kab. Tapanuli Selatan",2008,100
12,"Prov. Sumatera Utara",1203,"Kab. Tapanuli Selatan",2009,100
12,"Prov. Sumatera Utara",1204,"Kab. Tapanuli Tengah",2005,98.91
12,"Prov. Sumatera Utara",1204,"Kab. Tapanuli Tengah",2006,97
12,"Prov. Sumatera Utara",1204,"Kab. Tapanuli Tengah",2007,97.99
12,"Prov. Sumatera Utara",1204,"Kab. Tapanuli Tengah",2008,100
12,"Prov. Sumatera Utara",1204,"Kab. Tapanuli Tengah",2009,100
12,"Prov. Sumatera Utara",1205,"Kab. Tapanuli Utara",2005,99.38
12,"Prov. Sumatera Utara",1205,"Kab. Tapanuli Utara",2006,99.04
12,"Prov. Sumatera Utara",1205,"Kab. Tapanuli Utara",2007,98.87
12,"Prov. Sumatera Utara",1205,"Kab. Tapanuli Utara",2008,100
12,"Prov. Sumatera Utara",1205,"Kab. Tapanuli Utara",2009,100
12,"Prov. Sumatera Utara",1206,"Kab. Toba Samosir",2005,99.79
12,"Prov. Sumatera Utara",1206,"Kab. Toba Samosir",2006,99.6
12,"Prov. Sumatera Utara",1206,"Kab. Toba Samosir",2007,99.52
12,"Prov. Sumatera Utara",1206,"Kab. Toba Samosir",2008,98.38
12,"Prov. Sumatera Utara",1206,"Kab. Toba Samosir",2009,100
12,"Prov. Sumatera Utara",1207,"Kab. Labuhan Batu",2005,98.27
12,"Prov. Sumatera Utara",1207,"Kab. Labuhan Batu",2006,100
12,"Prov. Sumatera Utara",1207,"Kab. Labuhan Batu",2007,99.38
12,"Prov. Sumatera Utara",1207,"Kab. Labuhan Batu",2008,99.83
12,"Prov. Sumatera Utara",1207,"Kab. Labuhan Batu",2009,100
12,"Prov. Sumatera Utara",1208,"Kab. Asahan",2005,99.87
12,"Prov. Sumatera Utara",1208,"Kab. Asahan",2006,99.1
12,"Prov. Sumatera Utara",1208,"Kab. Asahan",2007,99.5
12,"Prov. Sumatera Utara",1208,"Kab. Asahan",2008,100
12,"Prov. Sumatera Utara",1208,"Kab. Asahan",2009,100
12,"Prov. Sumatera Utara",1209,"Kab. Simalungun",2005,99.48
12,"Prov. Sumatera Utara",1209,"Kab. Simalungun",2006,99.11
12,"Prov. Sumatera Utara",1209,"Kab. Simalungun",2007,99.36
12,"Prov. Sumatera Utara",1209,"Kab. Simalungun",2008,100
12,"Prov. Sumatera Utara",1209,"Kab. Simalungun",2009,100
12,"Prov. Sumatera Utara",1210,"Kab. Dairi",2005,99.57
12,"Prov. Sumatera Utara",1210,"Kab. Dairi",2006,99.81
12,"Prov. Sumatera Utara",1210,"Kab. Dairi",2007,99.47
12,"Prov. Sumatera Utara",1210,"Kab. Dairi",2008,99.45
12,"Prov. Sumatera Utara",1210,"Kab. Dairi",2009,100
12,"Prov. Sumatera Utara",1211,"Kab. Karo",2005,99.71
12,"Prov. Sumatera Utara",1211,"Kab. Karo",2006,99.23
12,"Prov. Sumatera Utara",1211,"Kab. Karo",2007,99.68
12,"Prov. Sumatera Utara",1211,"Kab. Karo",2008,100
12,"Prov. Sumatera Utara",1211,"Kab. Karo",2009,100
12,"Prov. Sumatera Utara",1212,"Kab. Deli Serdang",2005,99.68
12,"Prov. Sumatera Utara",1212,"Kab. Deli Serdang",2006,99.29
12,"Prov. Sumatera Utara",1212,"Kab. Deli Serdang",2007,99.76
12,"Prov. Sumatera Utara",1212,"Kab. Deli Serdang",2008,100
12,"Prov. Sumatera Utara",1212,"Kab. Deli Serdang",2009,100
12,"Prov. Sumatera Utara",1213,"Kab. Langkat",2005,99.71
12,"Prov. Sumatera Utara",1213,"Kab. Langkat",2006,99.55
12,"Prov. Sumatera Utara",1213,"Kab. Langkat",2007,99.27
12,"Prov. Sumatera Utara",1213,"Kab. Langkat",2008,100
12,"Prov. Sumatera Utara",1213,"Kab. Langkat",2009,100
12,"Prov. Sumatera Utara",1214,"Kab. Nias Selatan",2005,81.15
12,"Prov. Sumatera Utara",1214,"Kab. Nias Selatan",2006,76.39
12,"Prov. Sumatera Utara",1214,"Kab. Nias Selatan",2007,90.98
12,"Prov. Sumatera Utara",1214,"Kab. Nias Selatan",2008,100
12,"Prov. Sumatera Utara",1214,"Kab. Nias Selatan",2009,100
12,"Prov. Sumatera Utara",1215,"Kab. Humbang Hasundutan",2005,99.65
12,"Prov. Sumatera Utara",1215,"Kab. Humbang Hasundutan",2006,99.67
12,"Prov. Sumatera Utara",1215,"Kab. Humbang Hasundutan",2007,99.18
12,"Prov. Sumatera Utara",1215,"Kab. Humbang Hasundutan",2008,99.79
12,"Prov. Sumatera Utara",1215,"Kab. Humbang Hasundutan",2009,100
12,"Prov. Sumatera Utara",1216,"Kab. Pakpak Bharat",2005,99.73
12,"Prov. Sumatera Utara",1216,"Kab. Pakpak Bharat",2006,99.42
12,"Prov. Sumatera Utara",1216,"Kab. Pakpak Bharat",2007,99.68
12,"Prov. Sumatera Utara",1216,"Kab. Pakpak Bharat",2008,99.4
12,"Prov. Sumatera Utara",1216,"Kab. Pakpak Bharat",2009,100
12,"Prov. Sumatera Utara",1217,"Kab. Samosir",2005,99.62
12,"Prov. Sumatera Utara",1217,"Kab. Samosir",2006,99.62
12,"Prov. Sumatera Utara",1217,"Kab. Samosir",2007,99.55
12,"Prov. Sumatera Utara",1217,"Kab. Samosir",2008,99.38
12,"Prov. Sumatera Utara",1217,"Kab. Samosir",2009,100
12,"Prov. Sumatera Utara",1218,"Kab. Serdang Bedagai",2005,99.72
12,"Prov. Sumatera Utara",1218,"Kab. Serdang Bedagai",2006,99.15
12,"Prov. Sumatera Utara",1218,"Kab. Serdang Bedagai",2007,100
12,"Prov. Sumatera Utara",1218,"Kab. Serdang Bedagai",2008,100
12,"Prov. Sumatera Utara",1218,"Kab. Serdang Bedagai",2009,100
12,"Prov. Sumatera Utara",1219,"Kab. Batu Bara",2005,0
12,"Prov. Sumatera Utara",1219,"Kab. Batu Bara",2006,0
12,"Prov. Sumatera Utara",1219,"Kab. Batu Bara",2007,98.21
12,"Prov. Sumatera Utara",1219,"Kab. Batu Bara",2008,98.82
12,"Prov. Sumatera Utara",1219,"Kab. Batu Bara",2009,100
12,"Prov. Sumatera Utara",1220,"Kab. Padang Lawas Utara",2005,0
12,"Prov. Sumatera Utara",1220,"Kab. Padang Lawas Utara",2006,0
12,"Prov. Sumatera Utara",1220,"Kab. Padang Lawas Utara",2007,0
12,"Prov. Sumatera Utara",1220,"Kab. Padang Lawas Utara",2008,0
12,"Prov. Sumatera Utara",1220,"Kab. Padang Lawas Utara",2009,100
12,"Prov. Sumatera Utara",1221,"Kab. Padang Lawas",2005,0
12,"Prov. Sumatera Utara",1221,"Kab. Padang Lawas",2006,0
12,"Prov. Sumatera Utara",1221,"Kab. Padang Lawas",2007,0
12,"Prov. Sumatera Utara",1221,"Kab. Padang Lawas",2008,0
12,"Prov. Sumatera Utara",1221,"Kab. Padang Lawas",2009,100
12,"Prov. Sumatera Utara",1271,"Kota Sibolga",2005,99.84
12,"Prov. Sumatera Utara",1271,"Kota Sibolga",2006,99.82
12,"Prov. Sumatera Utara",1271,"Kota Sibolga",2007,99.44
12,"Prov. Sumatera Utara",1271,"Kota Sibolga",2008,99.79
12,"Prov. Sumatera Utara",1271,"Kota Sibolga",2009,100
12,"Prov. Sumatera Utara",1272,"Kota Tanjung Balai",2005,99.54
12,"Prov. Sumatera Utara",1272,"Kota Tanjung Balai",2006,99.66
12,"Prov. Sumatera Utara",1272,"Kota Tanjung Balai",2007,99.27
12,"Prov. Sumatera Utara",1272,"Kota Tanjung Balai",2008,100
12,"Prov. Sumatera Utara",1272,"Kota Tanjung Balai",2009,100
12,"Prov. Sumatera Utara",1273,"Kota Pematang Siantar",2005,100
12,"Prov. Sumatera Utara",1273,"Kota Pematang Siantar",2006,99.44
12,"Prov. Sumatera Utara",1273,"Kota Pematang Siantar",2007,100
12,"Prov. Sumatera Utara",1273,"Kota Pematang Siantar",2008,100
12,"Prov. Sumatera Utara",1273,"Kota Pematang Siantar",2009,100
12,"Prov. Sumatera Utara",1274,"Kota Tebing Tinggi",2005,100
12,"Prov. Sumatera Utara",1274,"Kota Tebing Tinggi",2006,99.39
12,"Prov. Sumatera Utara",1274,"Kota Tebing Tinggi",2007,99.79
12,"Prov. Sumatera Utara",1274,"Kota Tebing Tinggi",2008,99.77
12,"Prov. Sumatera Utara",1274,"Kota Tebing Tinggi",2009,100
12,"Prov. Sumatera Utara",1275,"Kota Medan",2005,99.9
12,"Prov. Sumatera Utara",1275,"Kota Medan",2006,99.36
12,"Prov. Sumatera Utara",1275,"Kota Medan",2007,99.66
12,"Prov. Sumatera Utara",1275,"Kota Medan",2008,100
12,"Prov. Sumatera Utara",1275,"Kota Medan",2009,98.72
12,"Prov. Sumatera Utara",1276,"Kota Binjai",2005,100
12,"Prov. Sumatera Utara",1276,"Kota Binjai",2006,99.44
12,"Prov. Sumatera Utara",1276,"Kota Binjai",2007,99.59
12,"Prov. Sumatera Utara",1276,"Kota Binjai",2008,99.81
12,"Prov. Sumatera Utara",1276,"Kota Binjai",2009,100
12,"Prov. Sumatera Utara",1277,"Kota Padangsidimpuan",2005,99.68
12,"Prov. Sumatera Utara",1277,"Kota Padangsidimpuan",2006,99.86
12,"Prov. Sumatera Utara",1277,"Kota Padangsidimpuan",2007,99.13
12,"Prov. Sumatera Utara",1277,"Kota Padangsidimpuan",2008,100
12,"Prov. Sumatera Utara",1277,"Kota Padangsidimpuan",2009,100
13,"Prov. Sumatera Barat",1301,"Kab. Kepulauan Mentawai",2005,96.6
13,"Prov. Sumatera Barat",1301,"Kab. Kepulauan Mentawai",2006,94.94
13,"Prov. Sumatera Barat",1301,"Kab. Kepulauan Mentawai",2007,96.06
13,"Prov. Sumatera Barat",1301,"Kab. Kepulauan Mentawai",2008,97.18
13,"Prov. Sumatera Barat",1301,"Kab. Kepulauan Mentawai",2009,100
13,"Prov. Sumatera Barat",1302,"Kab. Pesisir Selatan",2005,98.74
13,"Prov. Sumatera Barat",1302,"Kab. Pesisir Selatan",2006,97.79
13,"Prov. Sumatera Barat",1302,"Kab. Pesisir Selatan",2007,98.94
13,"Prov. Sumatera Barat",1302,"Kab. Pesisir Selatan",2008,100
13,"Prov. Sumatera Barat",1302,"Kab. Pesisir Selatan",2009,100
13,"Prov. Sumatera Barat",1303,"Kab. Solok",2005,98.07
13,"Prov. Sumatera Barat",1303,"Kab. Solok",2006,98.99
13,"Prov. Sumatera Barat",1303,"Kab. Solok",2007,99.4
13,"Prov. Sumatera Barat",1303,"Kab. Solok",2008,99.18
13,"Prov. Sumatera Barat",1303,"Kab. Solok",2009,100
13,"Prov. Sumatera Barat",1304,"Kab. Sijunjung",2005,97.87
13,"Prov. Sumatera Barat",1304,"Kab. Sijunjung",2006,99.02
13,"Prov. Sumatera Barat",1304,"Kab. Sijunjung",2007,98.75
13,"Prov. Sumatera Barat",1304,"Kab. Sijunjung",2008,100
13,"Prov. Sumatera Barat",1304,"Kab. Sijunjung",2009,100
13,"Prov. Sumatera Barat",1305,"Kab. Tanah Datar",2005,98.96
13,"Prov. Sumatera Barat",1305,"Kab. Tanah Datar",2006,99.15
13,"Prov. Sumatera Barat",1305,"Kab. Tanah Datar",2007,98.76
13,"Prov. Sumatera Barat",1305,"Kab. Tanah Datar",2008,100
13,"Prov. Sumatera Barat",1305,"Kab. Tanah Datar",2009,100
13,"Prov. Sumatera Barat",1306,"Kab. Padang Pariaman",2005,98.95
13,"Prov. Sumatera Barat",1306,"Kab. Padang Pariaman",2006,98.81
13,"Prov. Sumatera Barat",1306,"Kab. Padang Pariaman",2007,97.88
13,"Prov. Sumatera Barat",1306,"Kab. Padang Pariaman",2008,99.76
13,"Prov. Sumatera Barat",1306,"Kab. Padang Pariaman",2009,100
13,"Prov. Sumatera Barat",1307,"Kab. Agam",2005,99.15
13,"Prov. Sumatera Barat",1307,"Kab. Agam",2006,99.49
13,"Prov. Sumatera Barat",1307,"Kab. Agam",2007,99.74
13,"Prov. Sumatera Barat",1307,"Kab. Agam",2008,99.75
13,"Prov. Sumatera Barat",1307,"Kab. Agam",2009,100
13,"Prov. Sumatera Barat",1308,"Kab. Lima Puluh Kota",2005,99.44
13,"Prov. Sumatera Barat",1308,"Kab. Lima Puluh Kota",2006,99.73
13,"Prov. Sumatera Barat",1308,"Kab. Lima Puluh Kota",2007,99.29
13,"Prov. Sumatera Barat",1308,"Kab. Lima Puluh Kota",2008,100
13,"Prov. Sumatera Barat",1308,"Kab. Lima Puluh Kota",2009,100
13,"Prov. Sumatera Barat",1309,"Kab. Pasaman",2005,99.48
13,"Prov. Sumatera Barat",1309,"Kab. Pasaman",2006,99.82
13,"Prov. Sumatera Barat",1309,"Kab. Pasaman",2007,98.59
13,"Prov. Sumatera Barat",1309,"Kab. Pasaman",2008,99.27
13,"Prov. Sumatera Barat",1309,"Kab. Pasaman",2009,100
13,"Prov. Sumatera Barat",1310,"Kab. Solok Selatan",2005,99.47
13,"Prov. Sumatera Barat",1310,"Kab. Solok Selatan",2006,98.36
13,"Prov. Sumatera Barat",1310,"Kab. Solok Selatan",2007,98.59
13,"Prov. Sumatera Barat",1310,"Kab. Solok Selatan",2008,100
13,"Prov. Sumatera Barat",1310,"Kab. Solok Selatan",2009,100
13,"Prov. Sumatera Barat",1311,"Kab. Dharmas Raya",2005,98.54
13,"Prov. Sumatera Barat",1311,"Kab. Dharmas Raya",2006,98.11
13,"Prov. Sumatera Barat",1311,"Kab. Dharmas Raya",2007,98.99
13,"Prov. Sumatera Barat",1311,"Kab. Dharmas Raya",2008,99.76
13,"Prov. Sumatera Barat",1311,"Kab. Dharmas Raya",2009,97.82
13,"Prov. Sumatera Barat",1312,"Kab. Pasaman Barat",2005,98.6
13,"Prov. Sumatera Barat",1312,"Kab. Pasaman Barat",2006,99.8
13,"Prov. Sumatera Barat",1312,"Kab. Pasaman Barat",2007,98.49
13,"Prov. Sumatera Barat",1312,"Kab. Pasaman Barat",2008,99.07
13,"Prov. Sumatera Barat",1312,"Kab. Pasaman Barat",2009,100
13,"Prov. Sumatera Barat",1371,"Kota Padang",2005,100
13,"Prov. Sumatera Barat",1371,"Kota Padang",2006,99.41
13,"Prov. Sumatera Barat",1371,"Kota Padang",2007,100
13,"Prov. Sumatera Barat",1371,"Kota Padang",2008,99.89
13,"Prov. Sumatera Barat",1371,"Kota Padang",2009,100
13,"Prov. Sumatera Barat",1372,"Kota Solok",2005,98.44
13,"Prov. Sumatera Barat",1372,"Kota Solok",2006,98.6
13,"Prov. Sumatera Barat",1372,"Kota Solok",2007,99.75
13,"Prov. Sumatera Barat",1372,"Kota Solok",2008,100
13,"Prov. Sumatera Barat",1372,"Kota Solok",2009,100
13,"Prov. Sumatera Barat",1373,"Kota Sawah Lunto",2005,98.81
13,"Prov. Sumatera Barat",1373,"Kota Sawah Lunto",2006,99.23
13,"Prov. Sumatera Barat",1373,"Kota Sawah Lunto",2007,99.23
13,"Prov. Sumatera Barat",1373,"Kota Sawah Lunto",2008,99.65
13,"Prov. Sumatera Barat",1373,"Kota Sawah Lunto",2009,100
13,"Prov. Sumatera Barat",1374,"Kota Padang Panjang",2005,99.28
13,"Prov. Sumatera Barat",1374,"Kota Padang Panjang",2006,99.36
13,"Prov. Sumatera Barat",1374,"Kota Padang Panjang",2007,99.66
13,"Prov. Sumatera Barat",1374,"Kota Padang Panjang",2008,100
13,"Prov. Sumatera Barat",1374,"Kota Padang Panjang",2009,100
13,"Prov. Sumatera Barat",1375,"Kota Bukittinggi",2005,100
13,"Prov. Sumatera Barat",1375,"Kota Bukittinggi",2006,100
13,"Prov. Sumatera Barat",1375,"Kota Bukittinggi",2007,100
13,"Prov. Sumatera Barat",1375,"Kota Bukittinggi",2008,100
13,"Prov. Sumatera Barat",1375,"Kota Bukittinggi",2009,100
13,"Prov. Sumatera Barat",1376,"Kota Payakumbuh",2005,100
13,"Prov. Sumatera Barat",1376,"Kota Payakumbuh",2006,99.67
13,"Prov. Sumatera Barat",1376,"Kota Payakumbuh",2007,99.7
13,"Prov. Sumatera Barat",1376,"Kota Payakumbuh",2008,100
13,"Prov. Sumatera Barat",1376,"Kota Payakumbuh",2009,94.17
13,"Prov. Sumatera Barat",1377,"Kota Pariaman",2005,98.96
13,"Prov. Sumatera Barat",1377,"Kota Pariaman",2006,99.13
